Title,Level,Geographic,Year Agreed,Link,Sourcing Notes,Language,English available?,Plastic Types,Included in analysis?,Trade linked?,Filename,File link
Note circulaire No.096/c/cab/MINEPDED relative au contrôle de conformité et à la répression des contrevenants à l’arrêté conjoint No.004 portant entre autres interdiction des emballages plastiques inférieurs à 61 microns d’épaisseur,30_National,Cameroon,2014,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC205196/,"<p>Full title: ""Note circulaire No.096/c/cab/MINEPDED du 10 April 2014 relative au contrôle de conformité et à la répression des contrevenants à l’arrêté conjoint No.004/ MINEPDED/MINCOMMERCE du 24 octobre 2012 portant entre autres interdiction des emballages plastiques inférieurs à 61 microns d’épaisseur.""</p>",French,N,Packaging,N,N,12084_N_2014_Note_circulaire_No_096.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12084_N_2014_Note_circulaire_No_096.pdf
Regional Action Plan for Marine Litter Management (RAPMaLi) for the Wider Caribbean Region,20_Regional,Caribbean,2014,https://www.cbd.int/doc/meetings/mar/mcbem-2014-03/other/mcbem-2014-03-115-en.pdf,,English,Y,,Y,N,4534_I_2014_Regional_Action_Plan_Caribbean.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/4534_I_2014_Regional_Action_Plan_Caribbean.pdf
"Arrêté N°065/PMCAB du 19 février 2014 ... portant interdiction de la production, de l'importation, de la commercialisation, de la détention et de l'utilisation des sachets plastiques",30_National,Côte d'Ivoire,2014,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC140609/,"<p>Full title: ""Arrêté N°065/PMCAB du 19 février 2014 déterminant les modalités d'application de l'article 1er du Décret n°2013-803 du 22 novembre 2013 prorogeant le délai de six mois prévu à l'article 12 du Décret n° 2013-327 du 22 mai 2013 portant interdiction de la production, de l'importation, de la commercialisation, de la détention et de l'utilisation des sachets plastiques.""",French,N,Bags,N,N,12083_N_2014_Arrêté_N_065_PMCAB.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12083_N_2014_Arrêté_N_065_PMCAB.pdf
Order On Deposits For And The Collection Etc. Of Packaging For Certain Beverages,30_National,Denmark,2014,https://www.global-regulation.com/,<p>The Global-Regulations database is a subscription-based resource that provides translated laws (using machine learning) from over 100 countries. They have kindly allowed us to download and share PDF files of translated plastic policy documents in our database.</p>,English,Y,Bottles,Y,N,13132_N_2014_Order_on_deposits_for.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/13132_N_2014_Order_on_deposits_for.pdf
Acuerdo Ministerial 19.   Políticas para Gestión Integral de Plásticos en el Ecuador,30_National,Ecuador,2014,https://www.ambiente.gob.ec/wp-content/uploads/downloads/2018/06/Acuerdo-19.pdf,,Spanish,N,Bags,N,N,9069_N_2014_Acuerdo_ministerial_19.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/9069_N_2014_Acuerdo_ministerial_19.pdf
Packaging Excise Duty Act ,30_National,Estonia,2014,https://www.riigiteataja.ee/en/eli/527052014002/consolide,,English,Y,,Y,N,4407_N_2014_Packaging_excise_duty_act.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/4407_N_2014_Packaging_excise_duty_act.pdf
Government Decree on Packaging and Packaging Waste (518/2014),30_National,Finland,2014,https://www.finlex.fi/en/laki/kaannokset/2014/en20140518.pdf,,English,Y,Bags,Y,N,9018_N_2014_Government_Decree_Packaging_Waste.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/9018_N_2014_Government_Decree_Packaging_Waste.pdf
Programme national de prévention des déchets 2014-2020,30_National,France,2014,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC200035/,,French,N,"Bags,Packaging",N,N,12086_N_2014_Programme_national_de_prévention.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12086_N_2014_Programme_national_de_prévention.pdf
Resolution 1/6 on Marine Plastic Debris and Microplastics,10_International,Global,2014,https://www.ecolex.org/details/decision/marine-plastic-debris-and-microplastics-55d61f84-1850-42b7-ba62-7fc07d1829ec,,English,Y,Microplastics,Y,N,2004_I_2014_UNEA_1.6_marine_plastic_debris_and_mircoplastics.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2004_I_2014_UNEA_1.6_marine_plastic_debris_and_mircoplastics.pdf
CMS Resolution 11.30 - Management of Marine Debris,10_International,Global,2014,https://www.ecolex.org/details/decision/management-of-marine-debris-f06a0c7c-a1a3-44e1-a008-9979f13db4ad/?q=UNEA+Resolution+1%2F6&xdate_min=&xdate_max=,,English,Y,,Y,N,4431_I_2014_Management_of.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/4431_I_2014_Management_of.pdf
The Great Lakes Land-based Marine Debris Action Plan ,20_Regional,Great Lakes,2014,https://marinedebris.noaa.gov/sites/default/files/publications-files/Lowe%202014%20-%20GL%20Action%20Plan_0.pdf,,English,Y,,Y,N,4244_I_2014_Lowe2014_Great_Lakes_Action_Plan.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/4244_I_2014_Lowe2014_Great_Lakes_Action_Plan.pdf
Illinoi Public Act 098-0638 on Microbeads,40_Subnational,"Illinois, United States",2014,http://www.ilga.gov/legislation/publicacts/fulltext.asp?Name=098-0638,,English,Y,Microplastics,Y,N,4429_S_2014_Public_Act.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/4429_S_2014_Public_Act.pdf
Waste Volume Reduction and Recycling,40_Subnational,"Iowa, United States",2014,https://www.legis.iowa.gov/DOCS/ACO/IC/LINC/Chapter.455d.pdf,,English,Y,"Bottles,Bags",Y,N,9026_S_2014_Waste_Volume_Reduction_Recycling.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/9026_S_2014_Waste_Volume_Reduction_Recycling.pdf
Provisions on the Prohibition of the Sale and Use of Disposable Non-Degradable Plastic Bags and Plastic Tableware in Jilin Province (Order No. 244 of the Jilin Provincial People's Government),40_Subnational,"Jilin, China",2014,https://www.global-regulation.com/,<p>The Global-Regulations database is a subscription-based resource that provides translated laws (using machine learning) from over 100 countries. They have kindly allowed us to download and share PDF files of translated plastic policy documents in our database.</p>,English,Y,Bags,Y,N,2409_S_2014_Provisions_on_the_Prohibition.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2409_S_2014_Provisions_on_the_Prohibition.pdf
Loi relative à la gestion des déchets.,30_National,Luxembourg,2014,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC150758/,,French,N,,N,N,12085_N_2014_Loi_relative_à_la.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12085_N_2014_Loi_relative_à_la.pdf
"Law No 2014-024 Prohibiting the Production, Import, and Sale of Non-Biodegradable Plastic Bags in Mali",30_National,Mali,2014,http://extwprlegs1.fao.org/docs/pdf/mli152392.pdf,,French,Y,Bags,Y,N,2419_TR_Final_Mali 2014 plastic bag ban.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2419_TR_Final_Mali 2014 plastic bag ban.pdf
Maui County Code Prohibiting Tobacco Use And Tobacco Products In County Parks,40_Subnational,"Maui County, United States",2014,https://www.mauicounty.gov/DocumentCenter/View/90600/Ord-4120?bidId=,,English,Y,,Y,N,13008_S_2014_Maui_County_Code_Prohibiting_Tobacco_Use_And_Tobacco_Products_In_County_Parks.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/13008_S_2014_Maui_County_Code_Prohibiting_Tobacco_Use_And_Tobacco_Products_In_County_Parks.pdf
"Regulation of the State Secretary for Infrastructure and the Environment, of 18 December 2015, no. IENM / BSK-2015/242582, containing rules for packaging (Regulation on packaging management)",30_National,Netherlands,2014,https://zoek.officielebekendmakingen.nl/stcrt-2015-44620.html,,Dutch,N,,N,N,S_2443_N_2014_Regulations_of_the_state.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/S_2443_N_2014_Regulations_of_the_state.pdf
Packaging Management Decree,30_National,Netherlands,2014,https://afvalfondsverpakkingen.nl/a/i/Overige/notification_draft_2014_336_NL_EN-Packaging-Decree.pdf,,English,Y,"EPR,Bottles",Y,N,2536_N_2014_Packaging_Management_decree.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2536_N_2014_Packaging_Management_decree.pdf
"Loi n° 2014-63 du 05 novembre 2014, portant interdiction de la production, de l'importation, de la commercialisation, de l'utilisation et du stockage des sachets et des emballages en plastique souple à basse densité.",30_National,Niger,2014,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC206282/,,French,N,"Bags,Packaging",N,N,12082_N_2014_Loi_n_2014_63.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12082_N_2014_Loi_n_2014_63.pdf
"Stratégie nationale et plan d’actions sur la diversité biologique SNPA-DB 2014, (2ème édition).",30_National,Niger,2014,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC149318/,,French,N,,N,N,12117_N_2014_Stratégie_nationale_et_plan.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12117_N_2014_Stratégie_nationale_et_plan.pdf
OSPAR Commission Marine Litter Regional Action Plan,20_Regional,Northeast Atlantic,2014,https://www.ospar.org/documents?v=34422,,English,Y,Microplastics,Y,N,4238_I_2014_Marine_Litter_Regional.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/4238_I_2014_Marine_Litter_Regional.pdf
"Sindh Environmental Protection Act, 2014 (No. VIII of 2014)",30_National,Pakistan,2014,http://extwprlegs1.fao.org/docs/pdf/pak175884.pdf,,English,Y,,Y,N,2148_N_2014_Sindh_Environmental_Protection.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2148_N_2014_Sindh_Environmental_Protection.pdf
Lei n.º 82-D/2014,30_National,Portugal,2014,https://dre.pt/application/file/66014833,,Portuguese,N,,N,N,S_2544_N_2014_lei_82_D.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/S_2544_N_2014_lei_82_D.pdf
City of San Carlos Ordinance No. 14-53,40_Subnational,"San Carlos, Philippines",2014,http://www.sancarloscity.gov.ph/sccweb/legislative/ordinances/Ordinances%202014/Ordinance%20no.%2014-53.pdf,,English,Y,Bags,Y,N,5010_S_2014_Ordinance.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/5010_S_2014_Ordinance.pdf
The Single Use Carrier Bags Charge (Scotland) Regulations 2014,40_Subnational,"Scotland, United Kingdom",2014,https://www.legislation.gov.uk/ssi/2014/161/contents/made,,English,Y,Bags,Y,N,2546_S_2014_The_single_use_carrier_bags.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2546_S_2014_The_single_use_carrier_bags.pdf
"Environment Protection (Restriction on importation, distribution and sale of Plastic Utensils and Polystyrene Boxes) Regulations 2017 (S.I. No. 38 of 2017).",30_National,Seychelles,2017,http://extwprlegs1.fao.org/docs/pdf/sey177683.pdf,,English,Y,,Y,Y,4007_N_2017_Environment_Protection_Restriction_On_Importation.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/4007_N_2017_Environment_Protection_Restriction_On_Importation.pdf
Waste Management Act No 24,30_National,Vanuatu,2014,https://depc.gov.vu/images/Environmental.Protection/Official-Gazette-No.-10-of-2018-dated-2-February-2018.pdf,,English,Y,"Bags,SUPs",Y,N,2491_N_2014_Waste_Management_Act.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2491_N_2014_Waste_Management_Act.pdf
Pollution of Waters by Oil and Noxious Substances Act,40_Subnational,"Victoria, Australia",2014,http://extwprlegs1.fao.org/docs/pdf/vic45860.pdf,,English,Y,Bottles,Y,N,4070_S_2014_Pollution_of_Waters.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/4070_S_2014_Pollution_of_Waters.pdf
Washington DC - Sustainable DC Omnibus Act of 2013,40_Subnational,"Washington DC, United States",2014,http://lims.dccouncil.us/Download/30722/B20-0573-Introduction.pdf,,English,Y,,Y,N,2556_S_2014_B20_0573_Sustainable_DC.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2556_S_2014_B20_0573_Sustainable_DC.pdf
Singel-Use Plastic Carryout Bag Reduction Ordinance,40_Subnational,"American Canyon, United States",2015,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/55d6315be4b041c74fd09091/1440100699519/AC+Final+Ordinance.pdf,,English,Y,Bags,Y,N,9034_S_2015_Single_Use_Plastic_Carryout.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/9034_S_2015_Single_Use_Plastic_Carryout.pdf
Antarctic Treaty Conservation Measure 26-10 - General environmental protection during fishing ,20_Regional,Antarctic,2015,http://extwprlegs1.fao.org/docs/pdf/mul173686.pdf,,English,Y,,Y,N,1039_I_2015_Environmental_Protection_Fishing.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/1039_I_2015_Environmental_Protection_Fishing.pdf
Regional Action Plan for Marine Litter in the Baltic Sea ,20_Regional,Baltic Sea,2015,http://marinelitternetwork.engr.uga.edu/wp-content/uploads/2017/07/Regional-Action-Plan-for-Marine-Litter-HELCOM.pdf,,English,Y,,Y,N,4236_I_2015_Regional_Plan_Baltic.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/4236_I_2015_Regional_Plan_Baltic.pdf
Merchant Shipping (Prevention of Pollution by Sewage and Garbage from Ships) Regulations 2015 (BR 44/2015),40_Subnational,"Bermuda, United Kingdom",2015,http://extwprlegs1.fao.org/docs/pdf/ber150870.pdf,,English,Y,,Y,N,2159_S_2015_Merchant_Shipping_prevention.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2159_S_2015_Merchant_Shipping_prevention.pdf
Décret n°2015-798/PRES-TRANS/PM/MERH/MEF/MICA /MATDS/MJDHPC du 03 juillet 2015 portant contraventions et amendes administratives applicables en matière d’emballages et de sachets plastiques.,30_National,Burkina Faso ,2015,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC150837/,,French,N,"Bags,Packaging",N,N,12079_N_2015_Décret_n_2015_798.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12079_N_2015_Décret_n_2015_798.pdf
Plan national d’adaptation aux changements climatiques (PNA) du Burkina Faso (Juin 2015).,30_National,Burkina Faso ,2015,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC161723/,,French,N,Packaging,N,N,12081_N_2015_Plan_national_dadaptation_aux.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12081_N_2015_Plan_national_dadaptation_aux.pdf
"Law No. 99/VIII/2015 establishing the prohibition of production, import, marketing and use of plastic bags for packaging.",30_National,Cabo Verde,2015,http://extwprlegs1.fao.org/docs/pdf/ang148026.pdf,,Portuguese,N,Bags,N,N,S_1027_N_2015_Law_no_199.Vii_establishing.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/S_1027_N_2015_Law_no_199.Vii_establishing.pdf
Chicago Checkout Bag Tax (2737),40_Subnational,"Chicago, United States",2015,https://www.chicago.gov/city/en/depts/fin/supp_info/revenue/tax_list/CheckoutBagTax.html,,English,Y,Bags,Y,N,2387_S_2015_Plastic_Bag_Ordinance.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2387_S_2015_Plastic_Bag_Ordinance.pdf
Ley para la Prevención y Gestión Integral de los Residuos del Estado de Chihuahua,40_Subnational,"Chihuahua, Mexico",2015,https://www.congresochihuahua2.gob.mx/biblioteca/leyes/archivosLeyes/1084.pdf,,Spanish,N,"Bags,SUPs",N,N,8061_S_2015_Ley_para_la_Prevencion.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/8061_S_2015_Ley_para_la_Prevencion.pdf
The Single Use Carrier Bags Charges (England) Order 2015,40_Subnational,"England, United Kingdom",2015,https://www.legislation.gov.uk/uksi/2015/776/contents/made,,English,Y,Bags,Y,N,4227_N_2015_The_Single_Use_Carrier_Bags_Charge.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/4227_N_2015_The_Single_Use_Carrier_Bags_Charge.pdf
EU Directive 2019/904 of the European Parliament and of the Council on the Reduction of the Impact of Certain Plastic Products on the Environment,20_Regional,European Union,2019,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32019L0904&from=EN,,English,Y,"Bottles,SUPs",Y,Y,4206_I_2019_Directive_EU.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/4206_I_2019_Directive_EU.pdf
EU Directive 2015/720 of the European Parliament and of the Council Regarding Regulation and Consumption of Light-weight Plastic Bags,20_Regional,European Union,2015,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32015L0720,,English,Y,Bags,Y,N,4410_I_2015_EU_Directive.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/4410_I_2015_EU_Directive.pdf
Closing the Loop - An EU action plan for the Circular Economy,20_Regional,European Union,2015,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52015DC0614,,English,Y,,Y,N,4415_I_2015_Closing_the_loop.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/4415_I_2015_Closing_the_loop.pdf
Décret n° 2015-1003 du 18 août 2015 relatif à la gestion des déchets de pneumatiques,30_National,France,2015,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC147957/,,French,Y,,N,N,12105_N_2015_Décret_n_2015_1003.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12105_N_2015_Décret_n_2015_1003.pdf
